Wall time,Step,Value
1753283136.258397,136,-6.8668131828308105
1753283136.468799,137,-6.8668131828308105
1753283136.677401,138,-6.8668131828308105
1753283136.888272,139,-6.8668131828308105
1753283137.106015,140,-6.8668131828308105
1753283137.325658,141,-6.8668131828308105
1753283137.556632,142,-6.8668131828308105
1753283137.77267,143,-6.8668131828308105
1753283138.003049,144,-6.8668131828308105
1753283138.215936,145,-6.8668131828308105
1753283138.431338,146,-6.8668131828308105
1753283138.646166,147,-6.8668131828308105
1753283138.862281,148,-6.8668131828308105
1753283139.084346,149,-6.8668131828308105
